--- Execution profile ---
Total samples:         162969
Non-Java:              3461 (2.12%)
Unknown (native):      5550 (3.41%)
Not walkable (native): 26 (0.02%)
Unknown (Java):        20146 (12.36%)
Not walkable (Java):   475 (0.29%)
Deopt:                 6 (0.00%)

Frame buffer usage:    28.2024%

      events  percent  samples  top
        1004    0.00%        1  ConNNode::Opcode() const
        1004    0.00%        1  lock_hrtimer_base.isra.20_[k]
        1004    0.00%        1  BitMap::set_union(BitMap const&)
        1004    0.00%        1  Throw::visit(InstructionVisitor*)
        1004    0.00%        1  Parse::do_call()
        1004    0.00%        1  G1Analytics::report_pending_cards(double)
        1004    0.00%        1  Dependencies::assert_evol_method(ciMethod*)
        1004    0.00%        1  _new_array_Java
        1004    0.00%        1  I2C/C2I adapters
        1004    0.00%        1  vmacache_update_[k]
        1004    0.00%        1  LinkResolver::check_method_loader_constraints(LinkInfo const&, methodHandle const&, char const*, Thread*)
        1004    0.00%        1  __mpn_extract_double
        1003    0.00%        1  vframeArrayElement::on_stack_size(int, int, bool, int) const
        1003    0.00%        1  GCTracer::send_meta_space_summary_event(GCWhen::Type, MetaspaceSummary const&) const
        1003    0.00%        1  io.netty.handler.codec.LengthFieldBasedFrameDecoder.extractFrame
        1003    0.00%        1  Node::find_int_type() const
        1003    0.00%        1  SharedRuntime::find_callee_info_helper(JavaThread*, vframeStream&, Bytecodes::Code&, CallInfo&, Thread*)
        1003    0.00%        1  java.nio.Buffer.position
        1003    0.00%        1  Node::out_grow(unsigned int)
        1003    0.00%        1  XHandlers::XHandlers(ciMethod*)
        1003    0.00%        1  metadata_Relocation::fix_metadata_relocation()
        1003    0.00%        1  Compile::copy_node_notes_to(Node*, Node*)
        1003    0.00%        1  Arena::contains(void const*) const
        1003    0.00%        1  TypeInt::xmeet(Type const*) const
        1003    0.00%        1  os::javaTimeMillis()
        1003    0.00%        1  PhaseChaitin::de_ssa()
        1003    0.00%        1  org.HdrHistogram.AtomicHistogram.<init>
        1003    0.00%        1  G1Policy::predict_base_elapsed_time_ms(unsigned long) const
        1003    0.00%        1  ciInstanceKlass::compute_nonstatic_fields_impl(GrowableArray<ciField*>*)
        1003    0.00%        1  CmpUNode::sub(Type const*, Type const*) const
        1003    0.00%        1  Type::has_memory() const
        1003    0.00%        1  java.lang.StringBuilder.append
        1003    0.00%        1  GCIdMark::GCIdMark(unsigned int)
        1003    0.00%        1  PhiResolverState::reset(int)
        1003    0.00%        1  Phase::Phase(Phase::PhaseNumber)
        1003    0.00%        1  VMThread::is_VM_thread() const
        1003    0.00%        1  java.nio.Buffer.limit
        1003    0.00%        1  DebugInformationRecorder::find_sharable_decode_offset(int)
        1003    0.00%        1  NonSafepointEmitter::emit_non_safepoint()
        1003    0.00%        1  MergeMemNode::Ideal(PhaseGVN*, bool)
        1003    0.00%        1  java.io.PrintStream.print
        1003    0.00%        1  G1RootProcessor::process_java_roots(G1RootClosures*, G1GCPhaseTimes*, unsigned int)
        1003    0.00%        1  PhaseChaitin::stretch_base_pointer_live_ranges(ResourceArea*)
        1003    0.00%        1  G1OldGenerationCounters::update_all()
        1002    0.00%        1  java.util.concurrent.locks.ReentrantLock$Sync.tryRelease
        1002    0.00%        1  Unique_Node_List::remove_useless_nodes(VectorSet&)
        1002    0.00%        1  jdk.internal.misc.Unsafe.park
        1002    0.00%        1  r15_RegPOper::type() const
        1002    0.00%        1  Node::set_req(unsigned int, Node*) [clone .constprop.194]
        1002    0.00%        1  Dependencies::assert_unique_concrete_method(ciKlass*, ciMethod*)
        1002    0.00%        1  CodeHeap::block_start(void*) const
        1002    0.00%        1  VM_G1CollectForAllocation::VM_G1CollectForAllocation(unsigned long, unsigned int, GCCause::Cause, bool, double)
        1002    0.00%        1  G1Analytics::predict_alloc_rate_ms() const
        1002    0.00%        1  bool CompilerOracle::has_option_value<double>(methodHandle const&, char const*, double&)
        1002    0.00%        1  SubINode::Ideal(PhaseGVN*, bool)
        1002    0.00%        1  StrongRootsScope::~StrongRootsScope()
        1002    0.00%        1  Unsafe_PutInt
        1002    0.00%        1  ScopeDesc::sender() const
        1002    0.00%        1  OopStorage::Block::release_entries(unsigned long, OopStorage::Block* volatile*)
        1002    0.00%        1  PhiNode::unique_input(PhaseTransform*, bool)
        1002    0.00%        1  CodeCacheSweeperThread::is_Code_cache_sweeper_thread() const
        1002    0.00%        1  Parse::build_exits()
        1002    0.00%        1  swiotlb_tbl_map_single_[k]
        1002    0.00%        1  LoadNode::make(PhaseGVN&, Node*, Node*, Node*, TypePtr const*, Type const*, BasicType, MemNode::MemOrd, LoadNode::ControlDependency, bool, bool)
        1001    0.00%        1  LIR_List::move(LIR_OprDesc*, LIR_OprDesc*, CodeEmitInfo*)
        1001    0.00%        1  MetaspaceUtils::print_on(outputStream*)
        1001    0.00%        1  plist_add_[k]
        1001    0.00%        1  G1Policy::decide_on_conc_mark_initiation()
        1001    0.00%        1  io.rsocket.RSocketClient$$Lambda$140.480536021.get$Lambda
        1001    0.00%        1  io.netty.util.Recycler$Stack.access$700
        1001    0.00%        1  rRegIOper::type() const
        1001    0.00%        1  ring_buffer_get_[k]
        1001    0.00%        1  nmethod::maybe_invalidate_installed_code()
        1001    0.00%        1  CodeCacheSweeperThread::oops_do(OopClosure*, CodeBlobClosure*)
        1001    0.00%        1  Assembler::cmpq(RegisterImpl*, Address)
        1001    0.00%        1  GCTracer::send_reference_stats_event(ReferenceType, unsigned long) const
        1001    0.00%        1  __mutex_lock_slowpath_[k]
        1001    0.00%        1  GCTraceTimeImpl::~GCTraceTimeImpl()
        1001    0.00%        1  CodeBuffer::verify_section_allocation()
        1001    0.00%        1  PhaseChaitin::Register_Allocate()
        1001    0.00%        1  io.rsocket.internal.UnicastMonoProcessor.create
        1001    0.00%        1  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take
        1001    0.00%        1  Dict::doubhash()
        1001    0.00%        1  Matcher::ReduceOper(State*, int, Node*&, MachNode*)
        1001    0.00%        1  Compile::scratch_emit_size(Node const*)
        1001    0.00%        1  G1CollectionSet::add_survivor_regions(HeapRegion*)
        1001    0.00%        1  JVM_IsInterrupted
        1001    0.00%        1  __fdget_pos_[k]
        1001    0.00%        1  Node::remove_dead_region(PhaseGVN*, bool)
        1000    0.00%        1  DirectivesStack::release(DirectiveSet*)
        1000    0.00%        1  __inode_permission_[k]
        1000    0.00%        1  Node::size_of() const
        1000    0.00%        1  ciMethodBlocks::do_analysis()
        1000    0.00%        1  java.io.BufferedOutputStream.write
        1000    0.00%        1  JVMState::interpreter_frame_size() const
        1000    0.00%        1  ReplacedNodes::merge_with(ReplacedNodes const&)
        1000    0.00%        1  reactor.core.publisher.LambdaSubscriber.onNext
        1000    0.00%        1  io.rsocket.transport.netty.SendPublisher$$Lambda$130.1333104569.get$Lambda
        1000    0.00%        1  TypeNode::hash() const
        1000    0.00%        1  CProjNode::is_block_proj() const
        1000    0.00%        1  LiveRangeMap::compress_uf_map_for_nodes()
        1000    0.00%        1  G1CodeRootSet::clear()
        1000    0.00%        1  sem_post@@GLIBC_2.2.5
        1000    0.00%        1  Klass::is_subclass_of(Klass const*) const
        1000    0.00%        1  dequeue_top_rt_rq_[k]
        1000    0.00%        1  java.lang.Math.getExponent
        1000    0.00%        1  java.util.Formatter$FormatSpecifier.print
        1000    0.00%        1  Node::jvms() const
        1000    0.00%        1  PhaseIdealLoop::split_if_with_blocks(VectorSet&, Node_Stack&, bool)
        1000    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.addConditionWaiter
        1000    0.00%        1  unmap_page_range_[k]
        1000    0.00%        1  __mpn_mul
        1000    0.00%        1  java.util.regex.Pattern$$Lambda$25.1021436681.is
         999    0.00%        1  __mpn_mul_1
         999    0.00%        1  ciEnv::get_method_by_index(constantPoolHandle const&, int, Bytecodes::Code, ciInstanceKlass*)
         999    0.00%        1  java.io.FileOutputStream.writeBytes
         999    0.00%        1  java_lang_ClassLoader::non_reflection_class_loader(oopDesc*)
         999    0.00%        1  create_inline_record(nmethod*)
         999    0.00%        1  Node::unique_ctrl_out() const
         999    0.00%        1  PhaseIFG::Compute_Effective_Degree()
         999    0.00%        1  G1EvacuationClosures::raw_strong_oops()
         999    0.00%        1  TypeInstPtr::remove_speculative() const
         999    0.00%        1  MethodLiveness::init_basic_blocks()
         999    0.00%        1  metadata_Relocation::unpack_data()
         999    0.00%        1  finish_task_switch_[k]
         999    0.00%        1  VectorSet::operator<<=(unsigned int)
         999    0.00%        1  BitMap::set_difference(BitMap const&)
         999    0.00%        1  ciField::will_link(ciMethod*, Bytecodes::Code)
         999    0.00%        1  CmpNode::Identity(PhaseGVN*)
         999    0.00%        1  G1CollectedHeap::print_on(outputStream*) const
         998    0.00%        1  vtable stub
         998    0.00%        1  TraceTime::TraceTime(char const*, elapsedTimer*, bool, bool)
         998    0.00%        1  org.HdrHistogram.AbstractHistogram.getBucketsNeededToCoverValue
         998    0.00%        1  StringEventLog::log(Thread*, char const*, ...)
         998    0.00%        1  PhaseCFG::build_cfg()
         998    0.00%        1  Matcher::match_sfpt(SafePointNode*)
         998    0.00%        1  JvmtiGCMarker::~JvmtiGCMarker()
         998    0.00%        1  G1CodeRootSet::purge()
         998    0.00%        1  VM_GC_Operation::notify_gc_begin(bool)
         998    0.00%        1  __memcmp_avx2_movbe
         998    0.00%        1  PhaseCFG::is_uncommon(Block const*)
         998    0.00%        1  java.lang.Double.<init>
         998    0.00%        1  TraceCollectorStats::TraceCollectorStats(CollectorCounters*)
         998    0.00%        1  org.HdrHistogram.AbstractHistogram.updateMinAndMax
         998    0.00%        1  __perf_event_task_sched_in_[k]
         998    0.00%        1  CmpPNode::Ideal(PhaseGVN*, bool)
         998    0.00%        1  ReferenceProcessor::weak_oops_do(OopClosure*)
         997    0.00%        1  RedirtyLoggedCardTableEntryClosure::do_card_ptr(signed char*, unsigned int)
         997    0.00%        1  reactor.core.scheduler.PeriodicWorkerTask.call
         997    0.00%        1  PhaseConservativeCoalesce::coalesce(Block*)
         997    0.00%        1  Compile::Process_OopMap_Node(MachNode*, int)
         997    0.00%        1  StoreNode::bottom_type() const
         997    0.00%        1  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<5292148ul, G1BarrierSet>, (AccessInternal::BarrierType)0, 5292148ul>::oop_access_barrier(void*, oopDesc*)
         997    0.00%        1  PhaseIdealLoop::build_loop_late_post(Node*)
         997    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.predecessor
         997    0.00%        1  oop_Relocation::unpack_data()
         997    0.00%        1  CodeBuffer::CodeBuffer(CodeBlob*)
         997    0.00%        1  DirectNativeCallWrapper::get_load_instruction(virtual_call_Relocation*) const
         997    0.00%        1  Parse::do_one_block()
         997    0.00%        1  Node::add_out(Node*)
         997    0.00%        1  WorkerDataArray<unsigned long>::uninitialized()
         997    0.00%        1  ciBytecodeStream::get_method(bool&, ciSignature**)
         997    0.00%        1  Node::set_req(unsigned int, Node*)
         997    0.00%        1  MemNode::can_see_stored_value(Node*, PhaseTransform*) const
         996    0.00%        1  InstanceMirrorKlass::oop_size(oopDesc*) const
         996    0.00%        1  CodeHeap::max_capacity() const
         996    0.00%        1  java.lang.Math.ceil
         996    0.00%        1  InlineCacheBuffer::contains(unsigned char*)
         996    0.00%        1  io.netty.buffer.AbstractReferenceCountedByteBuf.refCnt
         996    0.00%        1  Symbol::decrement_refcount()
         996    0.00%        1  MetaspaceGC::capacity_until_GC()
         996    0.00%        1  MetaspaceUtils::print_metaspace_change(unsigned long)
         996    0.00%        1  ciTypeFlow::Block::Block(ciTypeFlow*, ciBlock*, ciTypeFlow::JsrSet*)
         996    0.00%        1  java.lang.Double.valueOf
         996    0.00%        1  JvmtiExport::oops_do(OopClosure*)
         996    0.00%        1  Dependencies::copy_to(nmethod*)
         996    0.00%        1  Node_Backward_Iterator::next()
         996    0.00%        1  Node::disconnect_inputs(Node*, Compile*)
         996    0.00%        1  G1YoungGenerationCounters::update_all()
         995    0.00%        1  ValueRecorder<_jobject*>::ValueRecorder(Arena*)
         995    0.00%        1  Matcher::match_tree(Node const*)
         995    0.00%        1  I2C/C2I adapters
         995    0.00%        1  ciEnv::get_instance_klass_for_declared_method_holder(ciKlass*)
         995    0.00%        1  Compile::find_alias_type(TypePtr const*, bool, ciField*) [clone .part.237]
         995    0.00%        1  GCTimer::register_gc_phase_end(TimeInstant<CompositeCounterRepresentation, CompositeElapsedCounterSource> const&)
         995    0.00%        1  org.HdrHistogram.AbstractHistogram.getLowestDiscernibleValue
         995    0.00%        1  MachNode::bottom_type() const
         995    0.00%        1  ciInstanceKlass::super()
         995    0.00%        1  InstanceKlass::find_method_index(Array<Method*> const*, Symbol const*, Symbol const*, Klass::OverpassLookupMode, Klass::StaticLookupMode, Klass::PrivateLookupMode)
         995    0.00%        1  G1GCPhaseTimes::record_time_secs(G1GCPhaseTimes::GCParPhases, unsigned int, double)
         995    0.00%        1  Assembler::cmpq(RegisterImpl*, int)
         995    0.00%        1  LinkResolver::check_method_accessability(Klass*, Klass*, Klass*, methodHandle const&, Thread*)
         995    0.00%        1  G1Analytics::predict_pending_cards() const
         995    0.00%        1  JavaThreadParkedState::JavaThreadParkedState(JavaThread*, bool)
         994    0.00%        1  TypeInt::eq(Type const*) const
         994    0.00%        1  MachNode::two_adr() const
         994    0.00%        1  NamedThread::is_Named_thread() const
         994    0.00%        1  PhaseTransform::intcon(int)
         994    0.00%        1  void OopOopIterateDispatch<G1ScanObjsDuringUpdateRSClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, unsigned int>(G1ScanObjsDuringUpdateRSClosure*, oopDesc*, Klass*)
         994    0.00%        1  G1Policy::calculate_young_list_target_length(unsigned long, unsigned int, unsigned int, unsigned int) const [clone .part.72]
         994    0.00%        1  io.netty.handler.codec.CodecOutputList.getUnsafe
         994    0.00%        1  DictI::operator++()
         994    0.00%        1  IndexSet::IndexSet(IndexSet*)
         994    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer.transferForSignal
         994    0.00%        1  ciMethod::is_accessor() const
         994    0.00%        1  __write
         994    0.00%        1  Block::num_fall_throughs()
         993    0.00%        1  LinearScan::build_intervals()
         993    0.00%        1  PhasePeephole::do_transform()
         993    0.00%        1  DebugInformationRecorder::end_scopes(int, bool)
         993    0.00%        1  Method::verified_code_entry()
         993    0.00%        1  Node::replace_edge(Node*, Node*)
         993    0.00%        1  PhaseAggressiveCoalesce::insert_copies(Matcher&)
         993    0.00%        1  LIR_OpVisitState::visit(LIR_Op*)
         993    0.00%        1  ObjectSynchronizer::thread_local_used_oops_do(Thread*, OopClosure*)
         993    0.00%        1  LogTargetHandle::print(char const*, ...)
         993    0.00%        1  CompileBroker::compiler_thread_loop()
         993    0.00%        1  PhaseIFG::SquareUp()
         993    0.00%        1  MachCallJavaNode::in_RegMask(unsigned int) const
         993    0.00%        1  G1Allocator::release_gc_alloc_regions(EvacuationInfo&)
         993    0.00%        1  G1AdaptiveIHOPControl::send_trace_event(G1NewTracer*)
         992    0.00%        1  G1Allocator::init_gc_alloc_regions(EvacuationInfo&)
         992    0.00%        1  Events::log(Thread*, char const*, ...)
         992    0.00%        1  vtable stub
         992    0.00%        1  PtrQueue::enqueue_known_active(void*)
         992    0.00%        1  MoveResolver::MoveResolver(LinearScan*)
         992    0.00%        1  MetaspaceUtils::chunk_free_list_summary(Metaspace::MetadataType)
         992    0.00%        1  io.rsocket.test.PingClient$$Lambda$138.289778850.get$Lambda
         992    0.00%        1  PhiNode::Identity(PhaseGVN*)
         992    0.00%        1  Monitor::notify_all()
         992    0.00%        1  Threads::possibly_parallel_oops_do(bool, OopClosure*, CodeBlobClosure*)
         992    0.00%        1  vtable stub
         992    0.00%        1  CodeBuffer::finalize_oop_references(methodHandle const&)
         992    0.00%        1  void OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<TypeArrayKlass, unsigned int>(G1ScanEvacuatedObjClosure*, oopDesc*, Klass*)
         992    0.00%        1  __memmove_avx_unaligned_erms
         991    0.00%        1  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.add
         991    0.00%        1  java.util.Formatter.locale
         991    0.00%        1  __pthread_mutex_unlock_usercnt
         991    0.00%        1  Assembler::prefix(Address, RegisterImpl*, bool) [clone .constprop.66]
         991    0.00%        1  ProjNode::Value(PhaseGVN*) const
         991    0.00%        1  LinkResolver::linktime_resolve_virtual_method(LinkInfo const&, Thread*)
         991    0.00%        1  Matcher::narrow_oop_use_complex_address()
         991    0.00%        1  Universe::print_heap_before_gc()
         991    0.00%        1  G1CardTable::mark_card_deferred(unsigned long)
         991    0.00%        1  jshort_arraycopy
         990    0.00%        1  Node::Node(Node*)
         990    0.00%        1  TypeNarrowOop::cleanup_speculative() const
         990    0.00%        1  PhaseCCP::transform(Node*)
         990    0.00%        1  ReplacedNodes::apply(Node*, unsigned int)
         990    0.00%        1  io.netty.buffer.PoolChunk.usage
         989    0.00%        1  G1GCPhaseTimes::note_gc_end()
         989    0.00%        1  ciEnv::get_klass_by_index_impl(constantPoolHandle const&, int, bool&, ciInstanceKlass*)
         989    0.00%        1  ciMethodData::bci_to_data(int, ciMethod*)
         989    0.00%        1  ciInstanceKlass::get_canonical_holder(int)
         989    0.00%        1  java_lang_Thread::set_thread_status(oopDesc*, java_lang_Thread::ThreadStatus)
         989    0.00%        1  jdk.internal.math.FormattedFloatingDecimal.fillDecimal
         988    0.00%        1  MetaspacePool::get_memory_usage()
         988    0.00%        1  LogPrefix<(LogTag::type)42, (LogTag::type)88, (LogTag::type)94, (LogTag::type)0, (LogTag::type)0, (LogTag::type)0>::prefix(char*, unsigned long)
         988    0.00%        1  org.HdrHistogram.PercentileIterator.reset
         988    0.00%        1  PhaseIdealLoop::dom_lca_for_get_late_ctrl_internal(Node*, Node*, Node*)
         988    0.00%        1  I2C/C2I adapters
         988    0.00%        1  G1CollectionSet::iterate_from(HeapRegionClosure*, unsigned int, unsigned int) const
         988    0.00%        1  PhaseIterGVN::register_new_node_with_optimizer(Node*, Node*)
         988    0.00%        1  JVMState::of_depth(int) const
         988    0.00%        1  CollectedHeap::create_metaspace_summary()
         987    0.00%        1  JavaThread::check_and_handle_async_exceptions(bool)
         987    0.00%        1  __fdget_[k]
         987    0.00%        1  clear_buddies_[k]
         987    0.00%        1  ciTypeFlow::flow_block(ciTypeFlow::Block*, ciTypeFlow::StateVector*, ciTypeFlow::JsrSet*)
         987    0.00%        1  SemaphoreGangTaskDispatcher::worker_done_with_task()
         987    0.00%        1  org.HdrHistogram.PercentileIterator.<init>
         987    0.00%        1  G1ParCopyHelper::G1ParCopyHelper(G1CollectedHeap*, G1ParScanThreadState*)
         987    0.00%        1  PosixSemaphore::wait()
         987    0.00%        1  ciInstanceKlass::unique_concrete_subklass()
         987    0.00%        1  io.netty.handler.codec.LengthFieldBasedFrameDecoder.decode
         986    0.00%        1  Chunk::next_chop()
         986    0.00%        1  flush_data_end_io_[k]
         986    0.00%        1  irq_i915_sw_fence_work	[i915]_[k]
         986    0.00%        1  Arena::Arealloc(void*, unsigned long, unsigned long, AllocFailStrategy::AllocFailEnum)
         986    0.00%        1  io.netty.util.Recycler$WeakOrderQueue$Link.access$1300
         986    0.00%        1  Management::timestamp()
         986    0.00%        1  ciSignature::ciSignature(ciKlass*, constantPoolHandle const&, ciSymbol*)
         986    0.00%        1  Method::is_initializer() const
         986    0.00%        1  InstanceKlass::find_instance_method(Symbol const*, Symbol const*, Klass::PrivateLookupMode) const
         985    0.00%        1  jdk.internal.math.FormattedFloatingDecimal.valueOf
         985    0.00%        1  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<802934ul, G1BarrierSet>, (AccessInternal::BarrierType)3, 802934ul>::oop_access_barrier(oopDesc*, long)
         985    0.00%        1  io.rsocket.KeepAliveHandler.doCheckTimeout
         985    0.00%        1  bool std::has_facet<std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&)
         985    0.00%        1  AdaptiveSizePolicy::calc_active_workers(unsigned long, unsigned long, unsigned long)
         985    0.00%        1  SharedRuntime::ldiv(long, long)
         984    0.00%        1  ConstantPool::klass_ref_at_noresolve(int)
         984    0.00%        1  PhaseChaitin::post_allocate_copy_removal()
         984    0.00%        1  nmethod::is_unloaded() const
         983    0.00%        1  CompileQueue::get()
         983    0.00%        1  fw_domains_get	[i915]_[k]
         983    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer.isOnSyncQueue
         982    0.00%        1  java.util.concurrent.atomic.AtomicInteger.get
         982    0.00%        1  LinkResolver::lookup_method_in_klasses(LinkInfo const&, bool, bool)
         982    0.00%        1  java.lang.AbstractStringBuilder.append
         982    0.00%        1  RelocIterator::advance_over_prefix()
         982    0.00%        1  enqueue_hrtimer_[k]
         982    0.00%        1  hack_digit
         982    0.00%        1  LinkResolver::resolve_special_call_or_null(LinkInfo const&)
         982    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.doSignal
         982    0.00%        1  aa_dfa_match_len_[k]
         982    0.00%        1  MethodLiveness::BasicBlock::BasicBlock(MethodLiveness*, int, int)
         982    0.00%        1  Type::uhash(Type const*)
         981    0.00%        1  java_lang_Class::as_Klass(oopDesc*)
         981    0.00%        1  G1NewTracer::report_gc_end_impl(TimeInstant<CompositeCounterRepresentation, CompositeElapsedCounterSource> const&, TimePartitions*)
         981    0.00%        1  PLABStats::adjust_desired_plab_sz()
         981    0.00%        1  CollectedHeap::print_heap_after_gc()
         981    0.00%        1  InterpreterOopMap::~InterpreterOopMap()
         981    0.00%        1  CodeBlob::is_nmethod() const
         981    0.00%        1  task_cputime_adjusted_[k]
         981    0.00%        1  vtable stub
         980    0.00%        1  java.io.OutputStream.flush
         980    0.00%        1  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.setNextRunTime
         980    0.00%        1  TimePartitionPhasesIterator::next()
         980    0.00%        1  java.util.Formatter$Conversion.isFloat
         980    0.00%        1  G1CollectedHeap::soft_ref_policy()
         980    0.00%        1  stringStream::write(char const*, unsigned long)
         979    0.00%        1  io.rsocket.test.PingClient$$Lambda$80.1828873985.accept
         979    0.00%        1  G1CollectedHeap::get_safepoint_workers()
         978    0.00%        1  Compile::final_graph_reshaping_walk(Node_Stack&, Node*, Final_Reshape_Counts&)
         978    0.00%        1  frame::interpreter_frame_method() const
         977    0.00%        1  os::get_default_process_handle()
         977    0.00%        1  PhaseIdealLoop::build_loop_tree()
         976    0.00%        1  do_lookup_x
         976    0.00%        1  VM_G1CollectForAllocation::doit_epilogue()
         976    0.00%        1  ThreadsListHandle::cv_internal_thread_to_JavaThread(_jobject*, JavaThread**, oopDesc**)
         975    0.00%        1  __memchr_avx2
         973    0.00%        1  TimeStamp::update()
         972    0.00%        1  io.netty.util.internal.shaded.org.jctools.queues.CircularArrayOffsetCalculator.calcElementOffset
         971    0.00%        1  PhaseChaitin::fixup_spills()
         971    0.00%        1  java.io.PrintStream.ensureOpen
         970    0.00%        1  OopMapSet::oops_do(frame const*, RegisterMap const*, OopClosure*)
         970    0.00%        1  StrongRootsScope::StrongRootsScope(unsigned int)
         970    0.00%        1  Universe::has_reference_pending_list()
         969    0.00%        1  MachCallNode::bottom_type() const
         968    0.00%        1  ext4_page_mkwrite_[k]
         967    0.00%        1  Bytecode_member_ref::signature() const
         967    0.00%        1  VM_G1CollectForAllocation::doit()
         966    0.00%        1  AbstractAssembler::generate_stack_overflow_check(int)
         966    0.00%        1  Threads::change_thread_claim_parity()
         966    0.00%        1  compare_region_idx(unsigned int, unsigned int)
         965    0.00%        1  ciConstantPoolCache::get(int)
         965    0.00%        1  java.util.Formatter$FormatSpecifier.addZeros
         963    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetTail
         963    0.00%        1  org.HdrHistogram.AbstractHistogram.sizeOfEquivalentValueRange
         962    0.00%        1  io.netty.buffer.PoolArena.freeChunk
         960    0.00%        1  io.netty.util.Recycler$WeakOrderQueue.add
         960    0.00%        1  oop_Relocation::offset()
         957    0.00%        1  java.lang.invoke.VarHandleGuards.guard_LL_V
         955    0.00%        1  NTarjan::DFS(NTarjan*, VectorSet&, PhaseIdealLoop*, unsigned int*)
         954    0.00%        1  java.util.regex.Pattern$BranchConn.match
         954    0.00%        1  kvmalloc_node_[k]
         949    0.00%        1  __new_sem_wait
         949    0.00%        1  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.compareAndSetWaitStatus
         944    0.00%        1  java.lang.invoke.VarHandleGuards.guard_LLL_Z
         938    0.00%        1  ObjectSynchronizer::prepare_deflate_idle_monitors(DeflateMonitorCounters*)
         892    0.00%        1  std::basic_ostream<char, std::char_traits<char> >& std::endl<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&)
